entry_time,exit_time,direction,entry,exit,sl,tp,lot,entry_rsi,entry_atr,spread,exit_reason,gross_pnl,commission,net_pnl,balance,session_hour,trading_day
2026-03-20 13:35:00+05:30,2026-03-20 13:44:00+05:30,BUY,4712.17,4717.1738730217385,4707.166126978262,4717.1738730217385,5.0,30.87663886063056,2.5019365108689993,0.22,TP,25.019365108692,0.0,25.019365108692,24742.15856043524,13,2026-03-20
2026-03-30 12:40:00+05:30,2026-03-30 13:26:00+05:30,BUY,4490.4,4495.507199488567,4485.292800511433,4495.507199488567,5.0,26.096690177465394,2.5535997442832667,0.3,TP,25.53599744283474,0.0,25.53599744283474,24767.694557878076,12,2026-03-30
2026-04-01 20:40:00+05:30,2026-04-01 20:49:00+05:30,BUY,4743.09,4736.907722750645,4736.907722750645,4749.272277249355,5.0,32.56407829753321,3.0911386246777655,0.18,SL,-30.91138624677569,0.0,-30.91138624677569,24736.7831716313,20,2026-04-01
2026-04-02 15:43:00+05:30,2026-04-02 15:47:00+05:30,SELL,4614.72,4625.155439874325,4625.155439874325,4604.284560125676,5.0,67.59055178540984,5.217719937162183,0.18,SL,-52.17719937162201,0.0,-52.17719937162201,24684.60597225968,15,2026-04-02
2026-04-16 14:06:00+05:30,2026-04-16 14:25:00+05:30,BUY,4826.93,4823.6229732660695,4823.6229732660695,4830.237026733931,5.0,29.697081770539302,1.653513366965426,0.31,SL,-16.535133669653987,0.0,-16.535133669653987,24668.070838590025,14,2026-04-16
2026-04-23 13:34:00+05:30,2026-04-23 13:40:00+05:30,SELL,4706.93,4709.97280569236,4709.97280569236,4703.88719430764,5.0,65.06979831904903,1.5214028461798799,0.18,SL,-15.214028461800808,0.0,-15.214028461800808,24652.856810128225,13,2026-04-23
2026-04-27 13:41:00+05:30,2026-04-27 13:45:00+05:30,BUY,4719.93,4717.712657658288,4717.712657658288,4722.147342341713,5.0,28.99108659119124,1.1086711708562667,0.31,SL,-11.086711708562689,0.0,-11.086711708562689,24641.770098419664,13,2026-04-27
2026-04-29 18:48:00+05:30,2026-04-29 19:02:00+05:30,SELL,4571.69,4576.079226536745,4576.079226536745,4567.300773463254,5.0,71.71456726922085,2.194613268373083,0.28,SL,-21.946132683729047,0.0,-21.946132683729047,24619.823965735934,18,2026-04-29
2026-05-01 19:03:00+05:30,2026-05-01 19:04:00+05:30,SELL,4574.15,4571.228303575428,4577.071696424571,4571.228303575428,5.0,71.56481889507612,1.4608482122859208,0.28,TP,14.608482122857822,0.0,14.608482122857822,24634.43244785879,19,2026-05-01
2026-05-01 19:57:00+05:30,2026-05-01 20:00:00+05:30,SELL,4574.62,4571.066477312257,4578.173522687743,4571.066477312257,5.0,68.45376689493102,1.7767613438712646,0.29,TP,17.767613438713852,0.0,17.767613438713852,24652.200061297506,19,2026-05-01
2026-05-04 20:48:00+05:30,2026-05-04 20:49:00+05:30,SELL,4568.87,4573.963731833016,4573.963731833016,4563.776268166984,5.0,67.82896069459856,2.5468659165082768,0.29,SL,-25.46865916508068,0.0,-25.46865916508068,24626.731402132427,20,2026-05-04
2026-05-06 20:16:00+05:30,2026-05-06 20:27:00+05:30,BUY,4700.33,4693.913186568521,4693.913186568521,4706.746813431479,5.0,31.546724157766498,3.208406715739137,0.28,SL,-32.08406715739329,0.0,-32.08406715739329,24594.647334975034,20,2026-05-06
2026-05-13 12:05:00+05:30,2026-05-13 12:21:00+05:30,SELL,4703.69,4700.172898403931,4707.207101596068,4700.172898403931,5.0,71.52122467271965,1.7585507980342605,0.18,TP,17.58550798034321,0.0,17.58550798034321,24612.232842955378,12,2026-05-13
2026-05-13 18:28:00+05:30,2026-05-13 18:38:00+05:30,SELL,4699.11,4702.209837080993,4702.209837080993,4696.010162919007,5.0,68.15931172704087,1.5499185404964289,0.28,SL,-15.49918540496492,0.0,-15.49918540496492,24596.733657550412,18,2026-05-13
2026-05-15 18:44:00+05:30,2026-05-15 18:56:00+05:30,SELL,4560.91,4554.524898159937,4567.295101840063,4554.524898159937,5.0,73.26946395703307,3.192550920031604,0.18,TP,31.92550920031408,0.0,31.92550920031408,24628.659166750727,18,2026-05-15
2026-05-26 12:06:00+05:30,2026-05-26 12:13:00+05:30,SELL,4543.84,4541.46569514118,4546.2143048588205,4541.46569514118,5.0,68.33781092095388,1.1871524294103013,0.18,TP,11.871524294101619,0.0,11.871524294101619,24640.530691044827,12,2026-05-26
2026-05-28 14:02:00+05:30,2026-05-28 14:03:00+05:30,SELL,4381.77,4386.80636641234,4386.80636641234,4376.733633587661,5.0,66.47085410447943,2.518183206169674,0.18,SL,-25.181832061698515,0.0,-25.181832061698515,24615.34885898313,14,2026-05-28
2026-05-28 14:08:00+05:30,2026-05-28 14:10:00+05:30,SELL,4387.68,4392.673823896503,4392.673823896503,4382.686176103498,5.0,75.44434865722285,2.496911948251338,0.22,SL,-24.969119482511815,0.0,-24.969119482511815,24590.37973950062,14,2026-05-28
